ID	term	parent	description	synonyms	related terms	wiki	other ontology terms	Ensembl documentation
ENSGLOSSARY:0000239	TOPMed	Variation source database	"Whole genome variant calling data from humans worldwide with heart, lung, blood, and sleep disorders. Ensembl display population frequencies from TOPMed. https://www.nhlbi.nih.gov/science/trans-omics-precision-medicine-topmed-program"	Trans-Omics for Precision Medicine				http://www.ensembl.org/info/genome/variation/sources_documentation.html
ENSGLOSSARY:0000240	UK10K	Variation source database	Study comparing exomes of 6000 diseased individuals with 4000 healthy individuals in the UK in order to identify disease-causing variants. Ensembl display population frequencies from the control group. https://www.uk10k.org/					http://www.ensembl.org/info/genome/variation/sources_documentation.html
ENSGLOSSARY:0000241	HapMap	Variation source database	An international collaboration formed to develop a haplotype map of the human genome and thus describe the common patterns of human DNA sequence variation using genotyping. Ensembl display sample genotypes and population frequencies from the HapMap project. https://www.genome.gov/10001688/international-hapmap-project/	International HapMap Project		https://en.wikipedia.org/wiki/International_HapMap_Project		http://www.ensembl.org/info/genome/variation/sources_documentation.html
ENSGLOSSARY:0000242	ClinVar	Variation source database	NCBI resource that aggregates information about genomic variation and its relationship to human health. Ensembl display clinical significance and phenotypes from ClinVar. https://www.ncbi.nlm.nih.gov/clinvar/					http://www.ensembl.org/info/genome/variation/sources_phenotype_documentation.html
ENSGLOSSARY:0000243	Phenotype source database	Ensembl sources	Database from which Ensembl imports phenotype associations with genes and/or variants.					
ENSGLOSSARY:0000244	OMIM	Phenotype source database	An online database that describes the function and phenotypes associated with human genes. Ensembl display phenotypes from OMIM and MIM morbid. https://www.omim.org/	"MIM, MIM morbid, Mendelian Inheritance in Man, Online Mendelian Inheritance in Man"		https://en.wikipedia.org/wiki/Online_Mendelian_Inheritance_in_Man		http://www.ensembl.org/info/genome/variation/sources_phenotype_documentation.html
ENSGLOSSARY:0000245	OMIA	Phenotype source database	An online database that describes the function and phenotypes associated with animal genes. Ensembl display phenotypes from OMIA. https://www.omia.org/	Online Mendelian Inheritance in Animals		https://en.wikipedia.org/wiki/Online_Mendelian_Inheritance_in_Animals		http://www.ensembl.org/info/genome/variation/sources_phenotype_documentation.html
ENSGLOSSARY:0000246	Orphanet	Phenotype source database	A catalogue of rare disease associations. Ensembl display phenotypes from Orphanet. http://www.orpha.net/			https://en.wikipedia.org/wiki/Orphanet		http://www.ensembl.org/info/genome/variation/sources_phenotype_documentation.html
ENSGLOSSARY:0000247	GWAS catalog	Phenotype source database	A curated database that extracts associations between variants and genes from published genome-wide association studies in human. Ensembl display phenotypes from the GWAS catalog. https://www.ebi.ac.uk/gwas/	"NHGRI-EBI GWAS Catalog, GWAS catalogue, NHGRI-EBI GWAS Catalogue, NHGRI-EBI Genome-wide association study catalog,  NHGRI-EBI Genome-wide association study catalogue, Genome-wide association study catalogue, Genome-wide association study catalog"				http://www.ensembl.org/info/genome/variation/sources_phenotype_documentation.html
ENSGLOSSARY:0000248	IMPC	Phenotype source database	"An international scientific endeavour to create and characterise the phenotype of 20,000 knockout mouse strains. Ensembl display phenotypes from the IMPC. http://www.mousephenotype.org/"	International Mouse Phenotyping Consortium		https://en.wikipedia.org/wiki/International_Mouse_Phenotyping_Consortium		http://www.ensembl.org/info/genome/variation/sources_phenotype_documentation.html
ENSGLOSSARY:0000249	Animal QTLdb	Phenotype source database	Project aiming to house all publicly available QTL and association data on livestock animal species. Ensembl display phenotypes from the Animals QTLdb. https://www.animalgenome.org/cgi-bin/QTLdb/index	Animal Quantitative Trait Loci Database				http://www.ensembl.org/info/genome/variation/sources_phenotype_documentation.html
ENSGLOSSARY:0000250	HGMD	Variation source database	Project aiming to collate all known (published) gene lesions responsible for human inherited disease. Full HGMD access is restricted to license holders so Ensembl supports the minimal public data release which consists of variant/mutation names and locations. http://www.hgmd.cf.ac.uk/ac/index.php	Human Gene Mutation Database				http://www.ensembl.org/info/genome/variation/sources_phenotype_documentation.html
ENSGLOSSARY:0000251	COSMIC	Variation source database	"Database of somatic variants found in cancer. COSMIC licensing does not permit redistribution of the full dataset, but mutation identifiers, locations and tumour types are available in Ensembl. http://cancer.sanger.ac.uk/cosmic"	"Catalogue Of Somatic Mutations In Cancer, Catalog Of Somatic Mutations In Cancer"		https://en.wikipedia.org/wiki/COSMIC_cancer_database		http://www.ensembl.org/info/genome/variation/sources_documentation.html
ENSGLOSSARY:0000252	Protein source database	Ensembl sources						
ENSGLOSSARY:0000253	PDB	Protein source database	"A repository for 3D biological macromolecular structure data. Ensembl provide links out to the PDB, and use structures to display the locations of variants in proteins. http://www.ebi.ac.uk/pdbe/"	Protein Data Bank		https://en.wikipedia.org/wiki/Protein_Data_Bank		
ENSGLOSSARY:0000254	Algorithm		A sequence of computational tasks or actions that carry out a specific function.			https://en.wikipedia.org/wiki/Algorithm		
ENSGLOSSARY:0000255	Ensembl Genebuild	Algorithm	"The automatic process by which Ensembl plot known RNA and protein sequence onto the genome, using sequence similarity."	"Genebuild, Ensembl Genes, Ensembl annotation"				http://www.ensembl.org/info/genome/genebuild/genome_annotation.html
ENSGLOSSARY:0000256	Ensembl Havana	Ensembl Genebuild	Human And Vertebrate ANalysis and Annotation. The team within Ensembl who manually annotate genes and transcripts for a subset of species.	"Havana, manual annotation"				www.ensembl.org/info/genome/genebuild/manual_havana.html
ENSGLOSSARY:0000257	Ensembl Regulatory Build	Algorithm	The process by which Ensembl predict the location of regions that regulate gene expression using epigenomic evidence.					http://www.ensembl.org/info/genome/funcgen/regulatory_build.html
ENSGLOSSARY:0000258	Ensembl gene tree pipeline	Algorithm	The process by which Ensembl compare gene sequences in order to construct gene trees and predict homologues.					http://www.ensembl.org/info/genome/compara/homology_method.html
ENSGLOSSARY:0000259	InterProScan	Algorithm	"InterPro is an integrated resource for protein families, domains and sites, combining information from several different protein signature databases, including PROSITE, PRINTS, Pfam, Seg, SignalP, Gene3D, SMART, TIGRFAMs, PIR SuperFamilies and SUPERFAMILY. Ensembl run InterProScan on all protein sequences, which uses these protein signatures to identify domains. https://www.ebi.ac.uk/interpro/"			https://en.wikipedia.org/wiki/InterPro		
ENSGLOSSARY:0000260	BLAST	Algorithm	A sequence comparison algorithm optimised for speed which is used to search sequence databases for optimal local alignments to a query.	Basic Local Alignment Search Tool		https://en.wikipedia.org/wiki/BLAST		
ENSGLOSSARY:0000261	BLAT	Algorithm	An mRNA/DNA and cross-species protein sequence analysis tool to quickly find sequences of 95% and greater similarity of length 40 bases or more.	BLAST-Like Alignment Tool		https://en.wikipedia.org/wiki/BLAT_(bioinformatics)		
ENSGLOSSARY:0000262	DUST	Algorithm	A standalone application that looks for low complexity sequences.					http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000263	Eponine	Algorithm	"Eponine is a probabilistic method for detecting transcription start sites (TSS) in mammalian genomic sequence, with good specificity and excellent positional accuracy. Eponine models consist of a set of DNA weight matrices recognising specific sequence motifs. Each of these is associated with a position distribution relative to the TSS. http://www.sanger.ac.uk/science/tools/eponine"					http://www.ensembl.org/info/genome/genebuild/automatic_coding.html
ENSGLOSSARY:0000264	GeneWise	Algorithm	GeneWise is a sequence analysis tool for comparing proteins to DNA sequences allowing for introns and frameshifts. It is used in the Targetted stage of the Ensembl GeneBuild. https://www.ebi.ac.uk/Tools/psa/genewise/					http://www.ensembl.org/info/genome/genebuild/automatic_coding.html
ENSGLOSSARY:0000265	Exonerate	Algorithm	"A fast gapped DNA-DNA alignment algorithm. It can be used for aligning various types of sequences such as genomic DNA, cDNAs/ESTs, and proteins. It is used in the Targetted stage of the Ensembl GeneBuild. https://www.ebi.ac.uk/about/vertebrate-genomics/software/exonerate"					
ENSGLOSSARY:0000266	Projection build	Ensembl Genebuild	"A gene build method used by Ensembl for low coverage genomes, allowing genes to be annotated that span two scaffolds by mapping to the human gene."					http://www.ensembl.org/info/genome/genebuild/2x_genomes.html
ENSGLOSSARY:0000267	GENSCAN	Algorithm	"An HMM-based ab initio gene prediction method, used to create a track of ab initio genes in Ensembl. http://genes.mit.edu/GENSCAN.html"			https://en.wikipedia.org/wiki/GENSCAN		
ENSGLOSSARY:0000268	SIFT	Algorithm	A tool which predicts if missense variants are likely to affect protein function based on sequence homology and the physico-chemical similarity between the alternate amino acids. http://sift.bii.a-star.edu.sg/					http://www.ensembl.org/info/genome/variation/predicted_data.html#sift
ENSGLOSSARY:0000269	PolyPhen	Algorithm	A tool which predicts if missense variants are likely to affect protein function based on physical and comparative considerations. http://genetics.bwh.harvard.edu/pph2/					http://www.ensembl.org/info/genome/variation/predicted_data.html#polyphen
ENSGLOSSARY:0000270	RepeatMasker	Algorithm	"The method by which repeated sequences and low-complexity regions are hidden, usually used in searches by alignment and homology-searching programs. http://www.repeatmasker.org/"			https://en.wikipedia.org/wiki/Repeated_sequence_(DNA)		http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000271	BLOSUM 62	Algorithm	"A matrix that defines scores for amino acid substitutions, reflecting the similarity of physicochemical properties, and observed substitution frequencies. The BLOSUM 62 matrix is tailored using sequences sharing no more than 62% identity (sequences closer evolutionary, were represented by a single sequence in the alignment to avoid bias from using related family members)."	Blocks Substitution Matrix		https://en.wikipedia.org/wiki/BLOSUM		
ENSGLOSSARY:0000272	VEP	Algorithm	"The Variant Effect Predictor (VEP) is an Ensembl tool that predicts the effect of your variants (SNPs, insertions, deletions, CNVs or structural variants) on genes, transcripts, and protein sequence, as well as regulatory regions."	Variant Effect Predictor		https://en.wikipedia.org/wiki/Ensembl_Genomes#Variant_Effect_Predictor		http://www.ensembl.org/info/docs/tools/vep/index.html
ENSGLOSSARY:0000273	File formats							
ENSGLOSSARY:0000274	HGVS nomenclature	File formats	"A set of recomendations for variant naming. The nomenclature describes the change a variant allele has on a named (genomic, transcript or protein) sequence. Can be used as an input for the VEP and displayed for known variants. http://varnomen.hgvs.org/"	"HGVS names, Sequence Variant Nomenclature, HGVS, Human Genome Variation Society"				
ENSGLOSSARY:0000275	VCF	File formats	"VCF is a standard format for listing genetic variation, which is the output for many variant callers. It can be used as an input for the Ensembl VEP and is used to store and download variation data in Ensembl."	Variant Call Format		https://en.wikipedia.org/wiki/Variant_Call_Format		http://www.ensembl.org/info/docs/tools/vep/vep_formats.html#vcf
ENSGLOSSARY:0000276	BED	File formats	"BED is a simple format for listing genomic loci. It can be used to upload data to view in Ensembl, as a custom file for additional VEP annotation and is used to store and download constrained elements in Ensembl."					http://www.ensembl.org/info/website/upload/bed.html
ENSGLOSSARY:0000277	FASTA	File formats	"FASTA is used to store finished nucleotide and peptide sequences. The Ensembl FTP site has genome, cDNA, CDS and peptide sequences in FASTA, and you can export FASTA from various webpages in Ensembl."			https://en.wikipedia.org/wiki/FASTA_format		
ENSGLOSSARY:0000278	BAM/CRAM	File formats	"BAM and CRAM store alignments of NGS data to the genome. Ensembl allow attachment of BAM and CRAM files to view in against the gene, and store RNA-seq, ChIP-seq and DNase-seq in BAM."	"Binary alignment map, BAM, CRAM, SAM"		https://en.wikipedia.org/wiki/Binary_Alignment_Map		http://www.ensembl.org/info/website/upload/large.html#bam-format
ENSGLOSSARY:0000279	BigBed	File formats	"BigBed is an indexed form of BED, which can be used to store larger scale data. Ensembl allow attachment of BigBed files to view against the genome and store peaks of regulatory evidence as BigBed."					http://www.ensembl.org/info/website/upload/large.html#bb-format
ENSGLOSSARY:0000280	Ensembl default (VEP)	File formats	"Ensembl default is an input format for the VEP, used to describe the position and alleles of a variant."					http://www.ensembl.org/info/docs/tools/vep/vep_formats.html#default
ENSGLOSSARY:0000281	BedGraph	File formats	"BedGraph allows you to store scores for loci in BED format, the loci can be of varying size. It can be uploaded to view in Ensembl."					http://www.ensembl.org/info/website/upload/bed.html#bedGraph
ENSGLOSSARY:0000282	GTF	File formats	"GTF is a tab-limited format that describes genomic features, such as genes and transcripts, and allows hierarchical linking of gene features. Ensembl store gene files as GTF, allow attachment of GTF files to view against the genome and allow custom annotation with the VEP using GTF files."	"Gene transfer format, General transfer format"		https://en.wikipedia.org/wiki/Gene_transfer_format		http://www.ensembl.org/info/website/upload/gff.html
ENSGLOSSARY:0000283	GFF	File formats	"GFF is a tab-limited format that describes genomic features, such as genes and transcripts, and allows hierarchical linking of gene features. Ensembl store gene files as GFF, allow attachment of GFF files to view against the genome and allow custom annotation with the VEP using GFF files."	"General feature format, gene-finding format, generic feature format"		https://en.wikipedia.org/wiki/General_feature_format		http://www.ensembl.org/info/website/upload/gff3.html
ENSGLOSSARY:0000284	PSL	File formats	PSL represents alignments and can be viewed in Ensembl.					http://www.ensembl.org/info/website/upload/psl.html
ENSGLOSSARY:0000285	Wiggle	File formats	"Wiggle format expresses scores across genomic loci, requiring fixed size bins for the scores. It can be uploaded to view in Ensembl."	WIG				http://www.ensembl.org/info/website/upload/wig.html
ENSGLOSSARY:0000286	BigWig	File formats	"BigWig is an indexed form of wiggle and can be used to store larger scale data. Ensembl simplify NGS data, such as ChIP-seq and RNA-seq into BigWig to view in the browser. It can also be used to attach your own data to Ensembl."					http://www.ensembl.org/info/website/upload/large.html#bw-format
ENSGLOSSARY:0000287	Pairwise interactions (WashU)	File formats	"Pairwise interactions, such as those derived from Hi-C, can be stored in the WashU format and viewed in Ensembl."			https://en.wikipedia.org/wiki/Chromosome_conformation_capture		http://www.ensembl.org/info/website/upload/pairwise.html
ENSGLOSSARY:0000288	chain	File formats	Chain files describe the mapping between different genome assemblies. Ensembl store these on the FTP site.	"assembly chain, mapping, chain mapping"				
ENSGLOSSARY:0000289	Newick	File formats	Newick is a tree format. Ensembl gene trees can be downloaded in Newick and it is used to store Ensembl species trees.	"Newick tree format, Newick notation, New Hampshire tree format, Newick format"		https://en.wikipedia.org/wiki/Newick_format		
ENSGLOSSARY:0000290	EMBL (file format)	File formats	EMBL files store sequence and accompanying annotation for features across a genomic region. They can be exported from various webpages in Ensembl and are stored for 1Mb regions across the genome.					
ENSGLOSSARY:0000291	GenBank (file format)	File formats	GenBank files store sequence and accompanying annotation for features across a genomic region. They can be exported from various webpages in Ensembl and are stored for 1Mb regions across the genome.		GenBank (database)			
ENSGLOSSARY:0000292	EMF Alignment format	File formats	Ensembl Multi Format (EMF) stores genomic alignments in Ensembl.	Ensembl Multi Format				http://www.ensembl.org/info/data/ftp/index.html
ENSGLOSSARY:0000293	MAF	File formats	Multiple alignment format (MAF) stores genomic alignments.	Multiple alignment format				http://www.ensembl.org/info/data/ftp/index.html
ENSGLOSSARY:0000294	MySQL	File formats	"MySQL is a database. All Ensembl data is stored in MySQL relational tables, which can be found on the FTP site and accessed directly by MySQL queries."			https://en.wikipedia.org/wiki/MySQL		http://www.ensembl.org/info/data/mysql.html
ENSGLOSSARY:0000295	VEP cache	File formats	"A VEP cache contains all the gene and variant data needed to run a VEP query, and can be used to run large queries quickly on your own machine. These can be installed as part of your VEP installtion, or downloaded from the FTP site."					https://www.ensembl.org/info/docs/tools/vep/script/vep_cache.html
ENSGLOSSARY:0000296	GVF	File formats	Genome Variation Format (GVF) is used to store variation data. It can be found on the Ensembl FTP site.	Genome Variation Format				
ENSGLOSSARY:0000297	PhyloXML	File formats	"PhyloXML is an XML language for the analysis, exchange, and storage of phylogenetic trees (or networks) and associated data. It is used to store Ensembl phylogenetic trees."			https://en.wikipedia.org/wiki/PhyloXML		
ENSGLOSSARY:0000298	OrthoXML	File formats	OrthoXML is an XML format to allow the storage and comparison of orthology data. It is used to store Ensembl homologues.					
ENSGLOSSARY:0000299	RDF	File formats	Resource Description Framework (RDF) is used as a metadata data model. Ensembl use it to describe links from Ensembl annotations to those annotations in other databases.	Resource Description Framework		https://en.wikipedia.org/wiki/Resource_Description_Framework		
ENSGLOSSARY:0000300	AGP	File formats	"A golden path. A file provided to Ensembl that describes how the longer sequences in the genome assembly were assembled from shorter sequences. For example, an AGP file can describe how a chromosome is assembled from a collection of scaffolds or a collection of contigs. For an AGP file that describes how a scaffold is assembled from a collection of contigs, each contig will be listed on a separate line in the AGP file and the line will include information about where the contig lies within the scaffold and the orientation of the contig."	A golden path				
ENSGLOSSARY:0000301	Repeat	Genome annotation				https://en.wikipedia.org/wiki/Repeated_sequence_(DNA)		http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000302	Repeat masking	Repeat	"The method by which repeated sequences and low-complexity regions are hidden, usually used in searches by alignment and homology-searching programs."			https://en.wikipedia.org/wiki/Repeated_sequence_(DNA)		http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000303	Hard masked	Repeat masking	"Hard masked sequence is repeat masked with the repeat sequences replaced by Ns. Hard masked sequence files on the Ensembl FTP site have ""rm"" in their file name."					
ENSGLOSSARY:0000304	Soft masked	Repeat masking	"Soft masked sequence is repeat masked with the repeat sequences in lower case. Soft masked sequence files on the Ensembl FTP site have ""sm"" in their file name."					
ENSGLOSSARY:0000305	Alu insertion	Repeat	"A dispersed intermediately repetitive DNA sequence found in the human genome in about one million copies. The sequence is about 300 bp long and is found commonly in introns, 3' untranslated regions of genes, and intergenic genomic regions. The name Alu comes from the a recognition site for the AluI endonuclease that cleaves it."			https://en.wikipedia.org/wiki/Alu_element	SO:0002063	http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000306	Microsatellite	Repeat	A region in the genomic sequence containing short tandem repeats of 2-10bp.			https://en.wikipedia.org/wiki/Microsatellite	SO:0000289	http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000307	Centromere	Repeat	"The region of the chromosome at which the two sister chromatids are joined during mitosis and meiosis, mostly composed of satellite DNA."			https://en.wikipedia.org/wiki/Centromere	SO:0000577	http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000308	Low complexity regions	Repeat	"Poly-purine or poly-pyrimidine stretches, or regions of extremely high AT or GC content."					http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000309	RNA repeats	Repeat	Non-functional copies of RNA genes which have been reintegrated into the genome with the assistance of a reverse transcriptase.					http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000310	Satellite repeats	Repeat	Multiple copies of the same base sequence on a DNA sequence. The repeated pattern can vary in length from a single base to several thousand bases long.			https://en.wikipedia.org/wiki/Satellite_DNA	SO:0000005	http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000311	Simple repeats	Repeat	"Duplications of simple sets of DNA bases (typically 1-5bp) such as A, CA, CGG etc."					http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000312	Tandem repeats	Repeat	Typically found at the centromeres and telomeres of chromosomes these are duplications of more complex 100-200 base sequences.			https://en.wikipedia.org/wiki/Tandem_repeat		http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000313	LTRs	Repeat	Long tandem repeats.			https://en.wikipedia.org/wiki/Tandem_repeat		http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000314	Type I Transposons/LINE	Repeat	Long Interspersed Elements. Retrotransposed elements in the genome containing open reading frames encoding (often inactive) reverse transcription machinery.	"LINE, long interspersed nuclear element"		https://en.wikipedia.org/wiki/Long_interspersed_nuclear_element	SO:0000194	http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000315	Type I Transposons/SINE	Repeat	"Short Interspersed Elements. Retrotransposed elements less than 500 bp that contain tRNA, snRNA and rRNA, which require other mobile elements to be transposed. Alu elements are a type of SINE."	"SINE, short interspersed nuclear element"		https://en.wikipedia.org/wiki/Short_interspersed_nuclear_element	SO:0000206	http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000316	Type II Transposons	Repeat	Elements that have been transposed and duplicated around the genome by excision and ligation.	DNA transposon		https://en.wikipedia.org/wiki/Transposable_element#Classification	SO:0000182	http://www.ensembl.org/info/genome/genebuild/assembly_repeats.html
ENSGLOSSARY:0000317	Unknown repeat	Repeat	Repeats that cannot be classified.					
ENSGLOSSARY:0000318	Alignments	Genome annotation	A comparison between two or more sequences by matching identical and/or similar residues/nucleotides and assigning a score to the match.			https://en.wikipedia.org/wiki/Sequence_alignment		
ENSGLOSSARY:0000319	Whole genome alignment	Alignments	An alignment carried out using the whole genome sequence.					
ENSGLOSSARY:0000320	Pairwise whole genome alignment	Whole genome alignment	An alignment between two whole genomes.	"Pairwise alignment, Pairwise sequence alignment"				http://www.ensembl.org/info/genome/compara/analyses.html
ENSGLOSSARY:0000321	Multiple whole genome alignment	Whole genome alignment	An alignment between more than two whole genomes of a selected taxon.	"Multiple alignment, Multiple sequence alignment"				http://www.ensembl.org/info/genome/compara/multiple_genome_alignments.html
ENSGLOSSARY:0000322	Synteny	Whole genome alignment	In a genomic context we refer to syntenic regions if the sequence is globally conserved between two species.			https://en.wikipedia.org/wiki/Synteny		http://www.ensembl.org/info/genome/compara/synteny.html
ENSGLOSSARY:0000323	CIGAR	Alignments	The cigar line defines the sequence of matches/mismatches and deletions (or gaps) in an alignment	Compact Idiosyncratic Gapped Alignment Report		https://en.wikipedia.org/wiki/Sequence_alignment#Representations		
ENSGLOSSARY:0000324	Identity	Alignments	"A measure of how similar two alignment sequences are, specifically, what percentage of amino acids or nucleotides are the same in type and position between the two sequences. The value is dependent on which sequence is used as the reference, since it is a percentage of that reference."	%ID				
ENSGLOSSARY:0000325	Wasabi	Alignments	"An application for displaying sequence alignments with custom colour-annotation, which is used by Ensembl displaying gene tree and family alignments. http://wasabiapp.org/"					
ENSGLOSSARY:0000326	Similarity	Alignments	How well one sequence matches another determined by calculation by an alignment program of identical and conserved residues/nucleotides.					
ENSGLOSSARY:0000327	Pecan	Multiple whole genome alignment	Pecan is a global multiple sequence alignment program that makes practical the probabilistic consistency methodology for significant numbers of sequences of practically arbitrary length.					http://www.ensembl.org/info/genome/compara/multiple_genome_alignments.html
ENSGLOSSARY:0000328	EPO	Multiple whole genome alignment	"The EPO (Enredo, Pecan, Ortheus) pipeline is a three step pipeline for whole-genome multiple alignments, using Enredo segments, aligning them with Pecan and constructing ancestal sequences with Ortheus."	Enredo Pecan Ortheus				http://www.ensembl.org/info/genome/compara/multiple_genome_alignments.html
ENSGLOSSARY:0000329	Progressive cactus	Multiple whole genome alignment	Progressive-Cactus is a next-generation aligner that stores whole-genome alignments in a graph structure.					http://www.ensembl.org/info/genome/compara/multiple_genome_alignments.html
ENSGLOSSARY:0000330	LastZ	Pairwise whole genome alignment	LASTZ is a program for aligning DNA sequences in a pairwise manner. Its precedesessor is BlastZ.					http://www.ensembl.org/info/genome/compara/analyses.html
ENSGLOSSARY:0000331	BlastZ	Pairwise whole genome alignment	BlastZ is a program for aligning DNA sequences in a pairwise manner. It has been replaced by LASTZ.					http://www.ensembl.org/info/genome/compara/analyses.html
ENSGLOSSARY:0000332	Translated Blat	Pairwise whole genome alignment	Translated Blat can be used for alignment of the coding regions of genomes only in a pairwise manner.			https://en.wikipedia.org/wiki/BLAT_(bioinformatics)		
ENSGLOSSARY:0000333	Regulatory features	Genome annotation	"Regions that are predicted to regulate the expression of genes, based on the Ensembl regulatory build."	reg-feat				http://www.ensembl.org/info/genome/funcgen/regulatory_features.html
ENSGLOSSARY:0000334	Promoters 	Regulatory features	Regions at the 5' end of genes where transcription factors and RNA polymerase bind to initiate transcription.			https://en.wikipedia.org/wiki/Promoter_(genetics)	SO:0000167	http://www.ensembl.org/info/genome/funcgen/regulatory_features.html
ENSGLOSSARY:0000335	Promoter flanking regions 	Regulatory features	Transcription factor binding regions that flank promoters.			https://en.wikipedia.org/wiki/Promoter_(genetics)	SO:0001952	http://www.ensembl.org/info/genome/funcgen/regulatory_features.html
ENSGLOSSARY:0000336	Enhancers 	Regulatory features	Regions that bind transcription factors and interact with promoters to stimulate transcription of distant genes.			https://en.wikipedia.org/wiki/Enhancer_(genetics)	SO:0000165	http://www.ensembl.org/info/genome/funcgen/regulatory_features.html
ENSGLOSSARY:0000337	CTCF binding sites 	Regulatory features	"Regions that bind CTCF, the insulator protein that demarcates open and closed chromatin."			https://en.wikipedia.org/wiki/CTCF	SO:0001974	http://www.ensembl.org/info/genome/funcgen/regulatory_features.html
ENSGLOSSARY:0000338	Transcription factor binding sites 	Regulatory features	"Sites which bind transcription factors, for which no other role can be determined as yet."				SO:0000235	http://www.ensembl.org/info/genome/funcgen/regulatory_features.html
ENSGLOSSARY:0000339	Open chromatin regions 	Regulatory features	"Regions of spaced out histones, making them accessible to protein interactions."			https://en.wikipedia.org/wiki/DNase_I_hypersensitive_site	SO:0001747	http://www.ensembl.org/info/genome/funcgen/regulatory_features.html
ENSGLOSSARY:0000340	Regulatory activity	Regulatory features	The activity state of a regulatory feature in a specific epigenome.					http://www.ensembl.org/info/genome/funcgen/regulatory_features.html
ENSGLOSSARY:0000341	Active	Regulatory activity	"When a regulatory feature displays an epigenetic signature which is consistent with it carrying out its named function, for example an active Promoter has an epigenetic signature consistent with initiating transcription, while an active CTCF binding site will bind CTCF. It is analogous to a sprinter running."					http://www.ensembl.org/info/genome/funcgen/regulatory_features.html
ENSGLOSSARY:0000342	Poised	Regulatory activity	When a regulatory feature displays a epigenetic signature with the potential to be activated. It is analogous to a sprinter in the blocks.					http://www.ensembl.org/info/genome/funcgen/regulatory_features.html
ENSGLOSSARY:0000343	Repressed	Regulatory activity	"When a regulatory feature is epigenetically repressed, having an epigenetic signature that prevents it from being active."					http://www.ensembl.org/info/genome/funcgen/regulatory_features.html
ENSGLOSSARY:0000344	Inactive	Regulatory activity	When a regulatory feature bears no epigenetic modifications from the ones included in the Regulatory Build.					http://www.ensembl.org/info/genome/funcgen/regulatory_features.html
ENSGLOSSARY:0000345	NA	Regulatory activity	When there is no available data in the cell type for this regulatory feature.					http://www.ensembl.org/info/genome/funcgen/regulatory_features.html
ENSGLOSSARY:0000346	Epigenome evidence	Regulatory features	Experimental data that is used to construct and determine activity of regulatory features.					http://www.ensembl.org/info/genome/funcgen/regulation_sources.html
ENSGLOSSARY:0000347	ChIP-seq	Epigenome evidence	A method to determine the genomic regions that proteins bind to.	"ChIPSeq, Chromatin Immunoprecipitation Sequencing"		https://en.wikipedia.org/wiki/ChIP-sequencing		http://www.ensembl.org/info/genome/funcgen/regulation_sources.html
ENSGLOSSARY:0000348	DNase sensitivity	Epigenome evidence	A method to determine regions of open and closed chromatin.	"DNase-seq, DNase hypersensitivity"		https://en.wikipedia.org/wiki/DNase-Seq		http://www.ensembl.org/info/genome/funcgen/regulation_sources.html
ENSGLOSSARY:0000349	Transcription factor	Epigenome evidence	A protein that binds to DNA and controls the rate of transcription.	TF		https://en.wikipedia.org/wiki/Transcription_factor		http://www.ensembl.org/info/genome/funcgen/regulation_sources.html
ENSGLOSSARY:0000350	Histone modification	Epigenome evidence	"Covalent modifications to the histone proteins that make up the nucleosome, which are known to regulate gene expression."	"Histone mod, histone methylation, histone acetylation"		https://en.wikipedia.org/wiki/Histone#Histone_modification	SO:0001700	http://www.ensembl.org/info/genome/funcgen/regulation_sources.html
ENSGLOSSARY:0000351	DNA methylation	Epigenome evidence	"Modification of cytosines in CpGs with methyl groups, which is known to repress gene expression."	CpG methylation		https://en.wikipedia.org/wiki/DNA_methylation	SO:0000114	http://www.ensembl.org/info/genome/funcgen/regulation_other.html
ENSGLOSSARY:0000352	Bisulfite sequencing	Epigenome evidence	A method to determine the methylation of genomic cytosines.	"Bisulphite sequencing, WGBS, RRBS"		https://en.wikipedia.org/wiki/Bisulfite_sequencing		http://www.ensembl.org/info/genome/funcgen/regulation_other.html
ENSGLOSSARY:0000353	Signal	Epigenome evidence	"A count of the number of NGS reads from an epigenome experiment aligned to a locus, shown as a BigWig across the genome."					http://www.ensembl.org/info/genome/funcgen/peak_calling.html
